Name,Position,Base Salary,Roster Bonus,Signing Bonus,Cap Hit
Tim Boyle,QB,"$570,000",0-,"$2,000","$572,000 "
Raven Greene,S,"$570,000",0-,"$1,166","$571,166 "
Alex Light,G,"$570,000",0-,"$1,000","$571,000 "
Tony Brown,CB,"$570,000",0-,0-,"$570,000 "
Fadol Brown,DE,"$570,000",0-,0-,"$570,000 "
Tra Carson,RB,"$570,000",0-,0-,"$570,000 "
James Crawford,LB,"$570,000",0-,0-,"$570,000 "
Jawill Davis,WR,"$570,000",0-,0-,"$570,000 "
Kendall Donnerson,OLB,"$570,000",0-,0-,"$570,000 "
Reggie Gilbert,DE,"$570,000",0-,0-,"$570,000 "
Natrell Jamerson,S,"$570,000",0-,0-,"$570,000 "
Jake Kumerow,WR,"$570,000",0-,0-,"$570,000 "
Tyler Lancaster,DT,"$570,000",0-,0-,"$570,000 "
James Looney,DT,"$570,000",0-,0-,"$570,000 "
Will Redmond,CB,"$570,000",0-,0-,"$570,000 "
Chandon Sullivan,CB,"$570,000",0-,0-,"$570,000 "
Robert Tonyan,WR,"$570,000",0-,0-,"$570,000 "
Ka'dar Hollman,CB,"$495,000",0-,"$43,737","$538,737 "
Dexter Williams,RB,"$495,000",0-,"$41,514","$536,514 "
Ty Summers,LB,"$495,000",0-,"$24,476","$519,476 "
Curtis Bolton,LB,"$495,000",0-,"$2,333","$497,333 "
Davis Koppenhaver,TE,"$495,000",0-,"$2,333","$497,333 "
Randy Ramsey,OLB,"$495,000",0-,"$2,333","$497,333 "
Greg Roberts,DE,"$495,000",0-,"$2,333","$497,333 "
Manny Wilkins,QB,"$495,000",0-,"$2,333","$497,333 "
Javien Hamilton,CB,"$495,000",0-,"$1,400","$496,400 "
Kabion Ento,WR,"$495,000",0-,$833,"$495,833 "
Nydair Rouse,CB,"$495,000",0-,$833,"$495,833 "
Larry Williams,G,"$495,000",0-,$666,"$495,666 "
Evan Baylis,TE,"$495,000",0-,0-,"$495,000 "
Eric Cotton,DE,"$495,000",0-,0-,"$495,000 "
Anthony Coyle,G,"$495,000",0-,0-,"$495,000 "
Gerhard de,T,"$495,000",0-,0-,"$495,000 "
Sam Ficken,K,"$495,000",0-,0-,"$495,000 "
Allen Lazard,WR,"$495,000",0-,0-,"$495,000 "
Tray Matthews,S,"$495,000",0-,0-,"$495,000 "
Pharoah McKever,TE,"$495,000",0-,0-,"$495,000 "
Yosh Nijman,T,"$495,000",0-,0-,"$495,000 "
Teo Redding,WR,"$495,000",0-,0-,"$495,000 "
Brady Sheldon,OLB,"$495,000",0-,0-,"$495,000 "
Darrius Shepherd,WR,"$495,000",0-,0-,"$495,000 "
Jace Sternberger,TE,0-,0-,0-,0- 
Rashan Gary,DE,-,0-,0-,"$2,877,666 "
Darnell Savage,S,-,0-,0-,"$2,269,154 "
Elgton Jenkins,C,-,0-,0-,"$1,230,389 "
Jace Sternberger,TE,-,0-,0-,"$745,672 "
Kinsley Keke,DT,-,0-,0-,"$573,017 "
Ka'dar Hollman,CB,-,0-,0-,"$538,570 "
Dexter Williams,RB,-,0-,0-,"$536,356 "
Ty Summers,LB,-,0-,0-,"$519,383 "
Nick Perry,OLB,-,0-,0-,"$11,100,000 "
Vince Biegel,OLB,-,0-,0-,"$346,870 "
James Looney,DT,-,0-,0-,"$67,072 "
Kendall Donnerson,OLB,-,0-,0-,"$53,217 "
Kyle Murphy,T,-,0-,0-,"$31,535 "
Devante Mays,RB,-,0-,0-,"$18,759 "
Lenzy Pipkins,CB,-,0-,0-,"$1,668 "
J.J. Watt,DE,"$13,000,000",0-,0-,"$15,000,000 "
DeAndre Hopkins,WR,"$12,500,000",0-,"$1,500,000","$14,000,000 "
Bradley Roby,CB,"$5,000,000","$468,750","$4,500,000","$9,968,750 "
Aaron Colvin,CB,"$7,500,000","$156,250","$1,000,000","$8,656,250 "
Benardrick McKinney,ILB,"$6,000,000","$750,000","$750,000","$7,500,000 "
Matt Kalil,LT,"$3,250,000","$2,000,000","$2,250,000","$7,500,000 "
Tashaun Gipson,SS,"$2,500,000","$4,500,000","$500,000","$7,500,000 "
Whitney Mercilus,OLB,"$5,750,000","$500,000","$1,050,000","$7,300,000 "
Lamar Miller,RB,"$5,500,000","$703,125","$1,000,000","$7,203,125 "
Zach Fulton,G,"$6,500,000","$406,250",0-,"$6,906,250 "
Johnathan Joseph,CB,"$2,900,000","$1,400,000",0-,"$4,300,000 "
Senio Kelemete,G,"$2,750,000","$500,000","$750,000","$4,000,000 "
Angelo Blackson,DT,"$2,000,000","$2,000,000",0-,"$4,000,000 "
Deshaun Watson,QB,"$1,724,480",0-,"$2,053,960","$3,778,440 "
Johnson Bademosi,CB,"$2,500,000","$250,000","$500,000","$3,250,000 "
Will Fuller,WR,"$1,836,043",0-,"$1,398,057","$3,234,100 "
Ka'imi Fairbairn,K,"$3,095,000",0-,0-,"$3,095,000 "
A.J. McCarron,QB,"$1,500,000",0-,"$1,500,000","$3,000,000 "
Tytus Howard,T,"$495,000",0-,"$1,727,827","$2,222,827 "
Seantrel Henderson,RT,"$1,500,000","$625,000",0-,"$2,125,000 "
D.J. Reader,DE,"$2,025,000",0-,"$53,845","$2,078,845 "
Brandon Dunn,DT,"$2,025,000",0-,0-,"$2,025,000 "
Brennan Scarlett,OLB,"$2,025,000",0-,0-,"$2,025,000 "
Greg Mancz,C,"$1,500,000","$250,000",0-,"$1,750,000 "
Nick Martin,C,"$1,101,133",0-,"$418,177","$1,519,310 "
Darren Fells,TE,"$900,000","$500,000","$100,000","$1,500,000 "
Zach Cunningham,ILB,"$871,522",0-,"$348,044","$1,219,566 "
Jahleel Addae,SS,"$805,000","$150,000","$150,000","$1,105,000 "
Taiwan Jones,RB,"$930,000","$45,000","$45,000","$1,020,000 "
Joel Heath,DT,"$720,000","$278,125",0-,"$998,125 "
Jon Weeks,LS,"$930,000",0-,"$50,000","$980,000 "
Lonnie Johnson,CB,"$495,000",0-,"$451,300","$946,300 "
Justin Reid,FS,"$664,979",0-,"$259,914","$924,893 "
Max Scharping,T,"$495,000",0-,"$426,470","$921,470 "
Briean Boddy-Calhoun,S,"$720,000","$180,000",0-,"$900,000 "
D'Onta Foreman,RB,"$678,500",0-,"$189,871","$868,371 "
Martinas Rankin,C,"$634,000",0-,"$225,317","$859,317 "
Julie'n Davenport,LT,"$645,000",0-,"$146,605","$791,605 "
Jordan Akins,TE,"$600,000",0-,"$190,380","$790,380 "
Keke Coutee,WR,"$570,000",0-,"$182,256","$752,256 "
Carlos Watkins,DT,"$645,000",0-,"$104,912","$749,912 "
Joe Webb,QB,"$930,000",0-,"$90,000","$735,000 "
Tyrell Adams,OLB,"$720,000",0-,0-,"$720,000 "
Kahale Warring,TE,"$495,000",0-,"$223,051","$718,051 "
Dylan Cole,ILB,"$645,000",0-,"$4,000","$649,000 "
Jerell Adams,TE,"$645,000",0-,0-,"$645,000 "
Josh Ferguson,RB,"$645,000",0-,0-,"$645,000 "
Chris Landrum,OLB,"$645,000",0-,0-,"$645,000 "
Xavier Woodson-Luster,ILB,"$645,000",0-,0-,"$645,000 "
Peter Kalambayi,DE,"$570,000",0-,"$29,602","$599,602 "
Jordan Thomas,TE,"$570,000",0-,"$29,602","$599,602 "
Vyncint Smith,WR,"$570,000",0-,"$3,333","$573,333 "
Trevor Daniel,P,"$570,000",0-,$666,"$570,666 "
Deante Burton,WR,"$570,000",0-,0-,"$570,000 "
Deandre Carter,WR,"$570,000",0-,0-,"$570,000 "
Buddy Howell,RB,"$570,000",0-,0-,"$570,000 "
Roderick Johnson,T,"$570,000",0-,0-,"$570,000 "
A.J. Moore,S,"$570,000",0-,0-,"$570,000 "
Maurquice Shakir,G,"$570,000",0-,0-,"$570,000 "
Isaac Whitney,WR,"$570,000",0-,0-,"$570,000 "
Charles Omenihu,DE,"$495,000",0-,"$73,820","$568,820 "
Xavier Crawford,CB,"$495,000",0-,"$41,142","$536,142 "
Cullen Gillaspia,RB,"$495,000",0-,"$25,790","$520,790 "
Jermaine Kelly,CB,"$495,000",0-,"$25,194","$520,194 "
Damarea Crockett,RB,"$495,000",0-,"$3,333","$498,333 "
Johnnie Dixon,WR,"$495,000",0-,"$3,333","$498,333 "
Chris Johnson,S,"$495,000",0-,"$3,333","$498,333 "
Drew Lewis,DT,"$495,000",0-,"$3,333","$498,333 "
Walter Palmore,DT,"$495,000",0-,"$3,333","$498,333 "
D.J. Coker,C,"$495,000",0-,"$2,666","$497,666 "
Malcolm Pridgeon,T,"$495,000",0-,"$2,666","$497,666 "
Jamal Davis,OLB,"$495,000",0-,"$2,333","$497,333 "
Jesse Aniebonam,OLB,"$495,000",0-,"$1,666","$496,666 "
Derrick Baity,CB,"$495,000",0-,"$1,666","$496,666 "
Karan Higdon,RB,"$495,000",0-,"$1,666","$496,666 "
Albert Huggins,DT,"$495,000",0-,"$1,666","$496,666 "
Tyron Johnson,WR,"$495,000",0-,"$1,666","$496,666 "
Javier Edwards,DT,"$495,000",0-,$500,"$495,500 "
Johnny Dwight,DE,"$495,000",0-,$333,"$495,333 "
Austin Exford,S,"$495,000",0-,$333,"$495,333 "
Ira Lewis,DT,"$495,000",0-,$166,"$495,166 "
Floyd Allen,WR,"$495,000",0-,0-,"$495,000 "
Davin Bellamy,LB,"$495,000",0-,0-,"$495,000 "
A.J. Hendy,S,"$495,000",0-,0-,"$495,000 "
Rick Leonard,T,"$495,000",0-,0-,"$495,000 "
Stephen Louis,WR,"$495,000",0-,0-,"$495,000 "
Steven Mitchell,WR,"$495,000",0-,0-,"$495,000 "
David Steinmetz,G,"$495,000",0-,0-,"$495,000 "
Jester Weah,WR,"$495,000",0-,0-,"$495,000 "
Duke Ejofor,DE,"$393,000",-,"$46,314","$439,314 "
Tytus Howard,T,-,-,"$46,314","$2,216,240 "
Lonnie Johnson,CB,-,-,"$46,314","$946,300 "
Max Scharping,T,-,-,"$46,314","$919,844 "
Kahale Warring,TE,-,-,"$46,314","$717,201 "
Charles Omenihu,DE,-,-,"$46,314","$568,819 "
Xavier Crawford,CB,-,-,"$46,314","$536,142 "
Cullen Gillaspia,RB,-,-,"$46,314","$520,789 "
Jeff Allen,G,-,-,"$46,314","$1,250,000 "
Braxton Miller,WR,-,-,"$46,314","$177,278 "
Tyler Ervin,RB,-,-,"$46,314","$136,892 "
Treston Decoud,S,-,-,"$46,314","$124,674 "
Kyle Fuller,C,-,-,"$46,314","$34,608 "
Anthony Coyle,G,-,-,"$46,314","$10,000 "
Jaryd Jones-Smith,T,-,-,"$46,314","$8,000 "
Lavon Coleman,RB,-,-,"$46,314","$6,000 "
Andre Chachere,CB,-,-,"$46,314","$5,334 "
Davin Bellamy,LB,-,-,"$46,314","$5,000 "
Terry Swanson,RB,-,-,"$46,314","$4,000 "
Jester Weah,WR,-,-,"$46,314","$4,000 "
Mason Gentry,DE,-,-,"$46,314","$3,334 "
Dexter Wright,S,-,-,"$46,314","$1,000 "
Kingsley Opara,DT,-,-,"$46,314",$334 
Andrew Luck,QB,"$9,125,000","$12,000,000","$6,400,000","$27,525,000 "
T.Y. Hilton,WR,"$13,000,000",0-,"$2,000,000","$15,000,000 "
Justin Houston,OLB,"$1,000,000","$13,000,000",0-,"$14,000,000 "
Anthony Castonzo,LT,"$6,250,000","$2,000,000","$2,800,000","$11,050,000 "
Devin Funchess,WR,"$3,000,000","$7,000,000",0-,"$10,000,000 "
Pierre Desir,CB,"$1,000,000","$8,000,000",0-,"$9,000,000 "
Jabaal Sheard,OLB,"$7,500,000","$500,000",0-,"$8,000,000 "
Eric Ebron,TE,"$5,250,000","$1,250,000",0-,"$7,000,000 "
Quenton Nelson,G,"$570,000","$995,860","$3,863,437","$5,429,297 "
Jack Doyle,TE,"$5,150,000","$187,500",0-,"$5,337,500 "
Margus Hunt,DT,"$1,000,000","$3,968,750",0-,"$5,068,750 "
Denico Autry,DT,"$3,500,000","$1,375,000",0-,"$4,875,000 "
Adam Vinatieri,K,"$1,875,000",0-,"$2,000,000","$3,875,000 "
Malik Hooker,FS,"$1,610,446",0-,"$1,825,892","$3,436,338 "
Ryan Kelly,C,"$1,875,134",0-,"$1,450,181","$3,325,315 "
Mark Glowinski,G,"$1,500,000","$406,250","$1,400,000","$3,306,250 "
Chester Rogers,WR,"$3,095,000",0-,0-,"$3,095,000 "
Rigoberto Sanchez,P,"$645,000","$2,355,000","$4,000","$3,004,000 "
Clayton Geathers,SS,"$1,250,000","$750,000","$500,000","$3,000,000 "
Joe Haeg,G,"$2,025,000",0-,"$60,604","$2,085,604 "
Evan Boehm,G,"$2,025,000",0-,0-,"$2,025,000 "
Matthias Farley,SS,"$2,025,000",0-,0-,"$2,025,000 "
Derrick Kindred,S,"$2,025,000",0-,0-,"$2,025,000 "
Jacoby Brissett,QB,"$2,000,000",0-,0-,"$2,025,000 "
Darius Leonard,OLB,"$809,446",0-,"$837,782","$1,647,228 "
Braden Smith,RT,"$806,986",0-,"$827,943","$1,634,929 "
Quincy Wilson,CB,"$989,207",0-,"$583,414","$1,572,621 "
Chris Milton,CB,"$900,000",0-,"$600,000","$1,500,000 "
Rock Ya-Sin,CB,"$495,000",0-,"$944,355","$1,439,355 "
Spencer Ware,RB,"$805,000","$284,375","$150,000","$1,239,375 "
Kemoko Turay,DE,"$717,200",0-,"$468,800","$1,186,000 "
Ben Banogu,DE,"$495,000",0-,"$585,819","$1,080,819 "
Tyquan Lewis,DE,"$678,457",0-,"$313,828","$992,285 "
Le'Raven Clark,RT,"$743,000",0-,"$183,433","$926,433 "
Parris Campbell,WR,"$495,000",0-,"$373,352","$868,352 "
Nyheim Hines,RB,"$570,000",0-,"$181,136","$751,136 "
Marlon Mack,RB,"$645,000",0-,"$104,912","$749,912 "
Grover Stewart,DT,"$645,000",0-,"$104,912","$749,912 "
J'Marcus Webb,RT,"$930,000",0-,"$90,000","$735,000 "
Josh Andrews,G,"$720,000",0-,0-,"$720,000 "
Gabe Holmes,TE,"$720,000",0-,0-,"$720,000 "
Isaiah Johnson,FS,"$720,000",0-,0-,"$720,000 "
Luke Rhodes,ILB,"$720,000",0-,0-,"$720,000 "
Jihad Ward,DE,"$720,000",0-,0-,"$720,000 "
Jonathan Williams,RB,"$720,000",0-,0-,"$720,000 "
Nate Hairston,CB,"$645,000",0-,"$66,946","$711,946 "
Anthony Walker,ILB,"$645,000",0-,"$66,353","$711,353 "
Khari Willis,S,"$495,000",0-,"$191,776","$686,776 "
Caraun Reid,DT,"$805,000",0-,0-,"$645,000 "
Jalen Collins,CB,"$645,000",0-,0-,"$645,000 "
Kenny Moore,CB,"$645,000",0-,0-,"$645,000 "
Al-Quadin Muhammad,DE,"$645,000",0-,0-,"$645,000 "
Dadi Nicolas,OLB,"$645,000",0-,0-,"$645,000 "
Carroll Phillips,OLB,"$645,000",0-,0-,"$645,000 "
Ross Travis,TE,"$645,000",0-,0-,"$645,000 "
Jordan Wilkins,RB,"$570,000",0-,"$60,310","$630,310 "
Matthew Adams,OLB,"$570,000",0-,"$25,395","$595,395 "
Zaire Franklin,OLB,"$570,000",0-,"$21,764","$591,764 "
Marvell Tell,S,"$495,000",0-,"$82,040","$577,040 "
George Odum,S,"$570,000",0-,"$4,333","$574,333 "
Mo Alie-Cox,TE,"$570,000",0-,0-,"$570,000 "
Jarrod Clements,DT,"$570,000",0-,0-,"$570,000 "
Daurice Fountain,WR,"$570,000",0-,0-,"$570,000 "
Marcus Johnson,WR,"$570,000",0-,0-,"$570,000 "
Chad Kelly,QB,"$570,000",0-,0-,"$570,000 "
Skai Moore,LB,"$570,000",0-,0-,"$570,000 "
Zach Pascal,WR,"$570,000",0-,0-,"$570,000 "
William Poehls,G,"$570,000",0-,0-,"$570,000 "
Nico Siragusa,G,"$570,000",0-,0-,"$570,000 "
Ahmad Thomas,S,"$570,000",0-,0-,"$570,000 "
E.J. Speed,LB,"$495,000",0-,"$72,349","$567,349 "
Deon Cain,WR,"$495,000",0-,"$41,408","$536,408 "
Gerri Green,DE,"$495,000",0-,"$39,402","$534,402 "
Jackson Barton,T,"$495,000",0-,"$19,903","$514,903 "
Ashton Dulin,WR,"$495,000",0-,"$5,000","$500,000 "
Penny Hart,WR,"$495,000",0-,"$5,000","$500,000 "
Hale Hentges,TE,"$495,000",0-,"$5,000","$500,000 "
Billy Brown,TE,"$495,000",0-,0-,"$495,000 "
Jake Eldrenkamp,G,"$495,000",0-,0-,"$495,000 "
Antonio Garcia,T,"$495,000",0-,0-,"$495,000 "
Cole Hedlund,K,"$495,000",0-,0-,"$495,000 "
Krishawn Hogan,WR,"$495,000",0-,0-,"$495,000 "
Steve Ishmael,WR,"$495,000",0-,0-,"$495,000 "
Rolan Milligan,S,"$495,000",0-,0-,"$495,000 "
Sterling Shippy,DT,"$495,000",0-,0-,"$495,000 "
Shakial Taylor,CB,"$495,000",0-,0-,"$495,000 "
Tre Thomas,LB,"$495,000",0-,0-,"$495,000 "
Jordan Veasy,WR,"$495,000",0-,0-,"$495,000 "
Phillip Walker,QB,"$495,000",0-,0-,"$495,000 "
Bobby Okereke,LB,0-,0-,0-,0- 
Javon Patterson,C,"$378,000",-,"$18,644","$396,644 "
Jegs Jegede,DE,"$378,000",-,"$6,666","$384,666 "
Rock Ya-Sin,CB,-,-,"$6,666","$1,435,756 "
Ben Banogu,DE,-,-,"$6,666","$1,078,584 "
Parris Campbell,WR,-,-,"$6,666","$840,806 "
Bobby Okereke,LB,-,-,"$6,666","$714,938 "
Khari Willis,S,-,-,"$6,666","$686,276 "
Marvell Tell,S,-,-,"$6,666","$576,729 "
E.J. Speed,LB,-,-,"$6,666","$567,072 "
Gerri Green,DE,-,-,"$6,666","$534,252 "
Jackson Barton,T,-,-,"$6,666","$514,828 "
Javon Patterson,C,-,-,"$6,666","$513,572 "
Tarell Basham,OLB,-,-,"$6,666","$417,928 "
T.J. Green,S,-,-,"$6,666","$307,682 "
Daurice Fountain,WR,-,-,"$6,666","$207,897 "
Hassan Ridgeway,DE,-,-,"$6,666","$140,057 "
Antonio Morrison,ILB,-,-,"$6,666","$129,977 "
Skai Moore,LB,-,-,"$6,666","$13,334 "
Henre' Toliver,CB,-,-,"$6,666","$10,000 "
Tomasi Laulile,DT,-,-,"$6,666","$8,000 "
Chris Cooper,S,-,-,"$6,666","$6,667 "
Steve Ishmael,WR,-,-,"$6,666","$6,667 "
Lashard Durr,CB,-,-,"$6,666","$5,334 "
Johnny Robinson,DT,-,-,"$6,666","$5,000 "
Jordan Thompson,DT,-,-,"$6,666","$5,000 "
Darrell Daniels,TE,-,-,"$6,666","$3,334 "
William Ossai,LB,-,-,"$6,666","$3,334 "
Michael Badgley,K,-,-,"$6,666","$2,667 "
Robert Jackson,CB,-,-,"$6,666","$1,667 "
Deyshawn Bond,G,-,-,"$6,666","$1,000 "
Andrew Norwell,G,"$13,000,000",0-,"$3,000,000","$16,000,000 "
A.J. Bouye,CB,"$13,000,000","$406,250","$2,000,000","$15,406,250 "
Calais Campbell,DE,"$12,000,000",0-,"$1,500,000","$14,500,000 "
Nick Foles,QB,"$5,000,000","$500,000","$6,250,000","$12,000,000 "
Marqise Lee,WR,"$7,250,000",0-,"$1,750,000","$9,000,000 "
Jalen Ramsey,CB,"$3,634,227",0-,"$3,795,638","$7,429,865 "
D.J. Hayden,CB,"$5,750,000",0-,"$1,666,666","$7,416,666 "
Leonard Fournette,RB,"$2,933,258",0-,"$4,471,516","$7,404,774 "
Brandon Linder,C,"$5,500,000","$281,250",0-,"$5,781,250 "
Marcell Dareus,DT,"$2,835,000",0-,"$2,500,000","$5,585,000 "
Josh Allen,DE,"$495,000",0-,"$3,640,025","$4,135,025 "
Abry Jones,DT,"$3,400,000",0-,0-,"$4,000,000 "
Lerentee McCray,OLB,"$2,000,000",0-,"$625,000","$2,875,000 "
Cody Davis,FS,"$1,750,000",0-,"$875,000","$2,625,000 "
A.J. Cann,G,"$805,000","$234,375","$1,333,333","$2,422,708 "
Taven Bryan,DT,"$941,589",0-,"$1,366,356","$2,307,945 "
Yannick Ngakoue,DE,"$2,025,000",0-,"$214,044","$2,239,044 "
Jarrod Wilson,FS,"$1,450,000",0-,"$583,333","$2,083,333 "
Geoff Swaim,TE,"$1,500,000","$281,250","$250,000","$2,081,250 "
Josh Lambo,K,"$1,000,000","$203,125","$875,000","$2,078,125 "
Chris Conley,WR,"$805,000","$445,000","$500,000","$2,066,666 "
Myles Jack,OLB,"$1,313,787",0-,"$701,718","$2,015,505 "
Cam Robinson,LT,"$1,103,015",0-,"$811,029","$1,914,044 "
Jawaan Taylor,RT,"$495,000",0-,"$927,527","$1,422,527 "
Jake Ryan,ILB,"$1,000,000",0-,"$250,000","$1,250,000 "
James O'Shaughnessy,TE,"$805,000","$175,000","$50,000","$1,080,000 "
Dawuane Smoot,DE,"$812,500",0-,"$241,040","$1,053,540 "
DJ Chark,WR,"$682,147",0-,"$328,587","$1,010,734 "
Tyler Shatley,G,"$805,000","$50,000","$100,000","$1,005,000 "
Ronnie Harrison,SS,"$617,500",0-,"$200,758","$818,258 "
Dede Westbrook,WR,"$645,000",0-,"$169,039","$814,039 "
Josh Oliver,TE,"$495,000",0-,"$277,881","$772,881 "
Alfred Blue,RB,"$805,000",0-,"$50,000","$735,000 "
Benny Cunningham,RB,"$805,000",0-,"$50,000","$735,000 "
Cedric Ogbuehi,LT,"$805,000",0-,"$90,000","$735,000 "
Josh Wells,RT,"$805,000",0-,"$50,000","$735,000 "
Will Richardson,RT,"$570,000",0-,"$150,698","$720,698 "
Ben Koyack,TE,"$720,000",0-,0-,"$720,000 "
Leonard Wester,T,"$720,000",0-,0-,"$720,000 "
Matt Overton,LS,"$930,000",0-,0-,"$670,000 "
Thomas Rawls,RB,"$805,000",0-,0-,"$665,000 "
Keelan Cole,WR,"$645,000",0-,"$1,334","$646,334 "
Terrelle Pryor,WR,"$930,000",0-,0-,"$645,000 "
D.J. Alexander,ILB,"$805,000",0-,0-,"$645,000 "
Najee Goode,OLB,"$805,000",0-,0-,"$645,000 "
Datone Jones,DT,"$805,000",0-,0-,"$645,000 "
Ramik Wilson,ILB,"$805,000",0-,0-,"$645,000 "
Eli Ankou,DT,"$645,000",0-,0-,"$645,000 "
James Onwualu,OLB,"$645,000",0-,0-,"$645,000 "
Alex McGough,QB,"$495,000",0-,"$37,500","$607,500 "
Leon Jacobs,OLB,"$570,000",0-,"$22,670","$592,670 "
Logan Cooke,P,"$570,000",0-,"$17,905","$587,905 "
Ryquell Armstead,RB,"$495,000",0-,"$86,439","$581,439 "
Tre Herndon,CB,"$570,000",0-,"$1,666","$571,666 "
Breon Borders,CB,"$570,000",0-,0-,"$570,000 "
Nick Deluca,ILB,"$570,000",0-,0-,"$570,000 "
Andrew Lauderdale,T,"$570,000",0-,0-,"$570,000 "
Quenton Meeks,CB,"$570,000",0-,0-,"$570,000 "
C.J. Reavis,S,"$570,000",0-,0-,"$570,000 "
Brandon Thomas,G,"$570,000",0-,0-,"$570,000 "
Gardner Minshew,QB,"$495,000",0-,"$47,721","$542,721 "
Dontavius Russell,DT,"$495,000",0-,"$20,796","$515,796 "
K.C. McDermott,T,"$495,000",0-,0-,"$515,000 "
Michael Hughes,DT,"$495,000",0-,"$1,666","$496,666 "
Jordan Agasiva,G,"$495,000",0-,0-,"$495,000 "
C.J. Board,WR,"$495,000",0-,0-,"$495,000 "
Tyre Brady,WR,"$495,000",0-,0-,"$495,000 "
Michael Colubiale,WR,"$495,000",0-,0-,"$495,000 "
Joe Giles-Harris,LB,"$495,000",0-,0-,"$495,000 "
Donnell Greene,T,"$495,000",0-,0-,"$495,000 "
Tae Hayes,CB,"$495,000",0-,0-,"$495,000 "
Charles Jones,TE,"$495,000",0-,0-,"$495,000 "
Jocquez Kalili,CB,"$495,000",0-,0-,"$495,000 "
Christian Kuntz,LB,"$495,000",0-,0-,"$495,000 "
Tanner Lee,QB,"$495,000",0-,0-,"$495,000 "
Raphael Leonard,WR,"$495,000",0-,0-,"$495,000 "
Taj McGowan,RB,"$495,000",0-,0-,"$495,000 "
Joshua Moon,S,"$495,000",0-,0-,"$495,000 "
Picasso Nelson,CB,"$495,000",0-,0-,"$495,000 "
Saivion Smith,CB,"$495,000",0-,0-,"$495,000 "
Dredrick Snelson,WR,"$495,000",0-,0-,"$495,000 "
Bunchy Stallings,G,"$495,000",0-,0-,"$495,000 "
Marquez Stanford,CB,"$495,000",0-,0-,"$495,000 "
Connor Strachan,LB,"$495,000",0-,0-,"$495,000 "
Michael Walker,WR,"$495,000",0-,0-,"$495,000 "
Brandon Watson,RB,"$495,000",0-,0-,"$495,000 "
Andrew Williams,DT,"$495,000",0-,0-,"$495,000 "
Andrew Wingard,S,"$495,000",0-,0-,"$495,000 "
Zedrick Woods,S,"$495,000",0-,0-,"$495,000 "
Quincy Williams,LB,0-,0-,0-,0- 
Cody Brown,S,"$378,000",-,-,"$378,000 "
Telvin Smith,OLB,"$9,750,000",-,"$810,235","$12,560,235 "
Josh Allen,DE,-,-,"$810,235","$4,121,150 "
Jawaan Taylor,RT,-,-,"$810,235","$1,422,527 "
Josh Oliver,TE,-,-,"$810,235","$771,821 "
Quincy Williams,LB,-,-,"$810,235","$685,379 "
Ryquell Armstead,RB,-,-,"$810,235","$581,439 "
Gardner Minshew,QB,-,-,"$810,235","$542,722 "
Dontavius Russell,DT,-,-,"$810,235","$515,796 "
Blake Bortles,QB,"$5,500,000",-,"$810,235","$15,500,000 "
Malik Jackson,DT,-,-,"$810,235","$4,000,000 "
Austin Seferian-Jenkins,TE,-,-,"$810,235","$1,605,000 "
Tashaun Gipson,FS,-,-,"$810,235","$1,600,000 "
Niles Paul,TE,-,-,"$810,235","$250,000 "
Don Carey,SS,-,-,"$810,235","$175,000 "
Blair Brown,OLB,-,-,"$810,235","$147,359 "
Tanner Lee,QB,-,-,"$810,235","$106,157 "
Jalen Myrick,CB,-,-,"$810,235","$46,832 "
Dee Delaney,CB,-,-,"$810,235","$6,667 "
Darius Jackson,LB,-,-,"$810,235","$6,667 "
Lyndon Johnson,DE,-,-,"$810,235","$6,667 "
K.C. McDermott,T,-,-,"$810,235","$6,667 "
Allen Lazard,WR,-,-,"$810,235","$5,000 "
Tony Adams,T,-,-,"$810,235","$3,334 "
Quenton Meeks,CB,-,-,"$810,235","$3,334 "
C.J. Reavis,S,-,-,"$810,235","$3,334 "
Andrew Motuapuaka,LB,-,-,"$810,235","$2,000 "
Reggie Hunter,LB,-,-,"$810,235","$1,667 "
Dorren Miller,WR,-,-,"$810,235",$667 
Sammy Watkins,WR,"$11,950,000",0-,"$7,000,000","$19,200,000 "
Eric Fisher,LT,"$10,350,000","$500,000","$2,550,000","$13,650,000 "
Travis Kelce,TE,"$7,500,000","$1,000,000","$1,968,400","$10,718,400 "
Anthony Hitchens,ILB,"$6,500,000",0-,"$2,800,000","$9,500,000 "
Laurent Duvernay-Tardif,G,"$6,203,000",0-,"$2,000,000","$8,253,000 "
Mitchell Schwartz,RT,"$6,000,000","$500,000","$1,400,000","$8,000,000 "
Frank Clark,DE,"$805,000",0-,"$5,200,000","$6,500,000 "
Tyrann Mathieu,FS,"$850,000",0-,"$4,933,333","$5,933,333 "
Daniel Sorensen,SS,"$3,600,000","$43,750","$1,000,000","$4,693,750 "
Patrick Mahomes,QB,"$645,000","$1,313,270","$2,521,506","$4,479,776 "
Chad Henne,QB,"$2,500,000",0-,"$1,550,000","$4,100,000 "
Xavier Williams,DT,"$2,257,000","$500,000","$875,000","$3,682,000 "
Cameron Erving,G,"$1,450,000","$234,375","$1,431,666","$3,166,041 "
Dustin Colquitt,P,"$2,450,000",0-,"$650,000","$3,150,000 "
Alex Okafor,DE,"$805,000","$150,000","$2,000,000","$3,000,000 "
Carlos Hyde,RB,"$1,400,000","$437,500","$800,000","$2,737,500 "
