Name,Position,Base Salary,Roster Bonus,Signing Bonus,Cap Hit
Laquon Treadwell,WR,"$1,804,770",0-,"$1,356,362","$3,161,132 "
Anthony Harris,SS,"$3,095,000",0-,0-,"$3,095,000 "
Josh Kline,G,"$1,450,000","$250,000","$1,333,333","$3,083,333 "
Garrett Bradbury,C,"$495,000",0-,"$1,847,340","$2,342,340 "
Shamar Stephen,DT,"$900,000",0-,"$1,333,333","$2,333,333 "
Mike Hughes,CB,"$928,522",0-,"$1,314,088","$2,242,610 "
Rashod Hill,T,"$2,025,000",0-,0-,"$2,025,000 "
Dalvin Cook,RB,"$1,042,576",0-,"$690,151","$1,732,727 "
Mackensie Alexander,CB,"$1,038,587",0-,"$334,783","$1,373,370 "
Irv Smith,TE,"$495,000",0-,"$559,260","$1,054,260 "
Pat Elflein,C,"$809,500",0-,"$234,210","$1,043,710 "
Brian O'Neill,RT,"$680,302",0-,"$321,207","$1,001,509 "
Dan Bailey,K,"$1,000,000",0-,0-,"$1,000,000 "
Kevin McDermott,LS,"$805,000","$45,000","$100,000","$960,000 "
Jaleel Johnson,DT,"$645,000",0-,"$169,588","$814,588 "
Brett Jones,C,"$720,000",0-,"$90,000","$810,000 "
Ben Gedeon,ILB,"$645,000",0-,"$158,286","$803,286 "
Kentrell Brothers,OLB,"$720,000",0-,"$58,170","$778,170 "
David Morgan,TE,"$720,000",0-,"$33,864","$753,864 "
Jalyn Holmes,DE,"$570,000",0-,"$182,849","$752,849 "
Jayron Kearse,S,"$720,000",0-,"$16,056","$736,056 "
Dakota Dozier,G,"$805,000","$45,000","$45,000","$735,000 "
Sean Mannion,QB,"$805,000",0-,"$90,000","$735,000 "
Ameer Abdullah,RB,"$720,000",0-,"$45,000","$735,000 "
Derron Smith,SS,"$720,000",0-,"$5,000","$725,000 "
Jordan Taylor,WR,"$720,000",0-,0-,"$720,000 "
Stephen Weatherly,DE,"$720,000",0-,0-,"$720,000 "
Alexander Mattison,RB,"$495,000",0-,"$205,543","$700,543 "
Danny Isidora,G,"$645,000",0-,"$50,484","$695,484 "
Dru Samia,G,"$495,000",0-,"$184,279","$679,279 "
Tashawn Bower,DE,"$645,000",0-,"$5,000","$650,000 "
Aviante Collins,G,"$645,000",0-,"$5,000","$650,000 "
Eric Wilson,OLB,"$645,000",0-,"$3,334","$648,334 "
C.J. Ham,RB,"$645,000",0-,0-,"$645,000 "
Kyle Sloter,QB,"$645,000",0-,0-,"$645,000 "
Matt Wile,P,"$645,000",0-,0-,"$645,000 "
Tyler Conklin,TE,"$570,000",0-,"$70,257","$640,257 "
Devante Downs,ILB,"$570,000",0-,"$23,600","$593,600 "
Mike Boone,RB,"$570,000",0-,"$2,500","$572,500 "
Chad Beebe,WR,"$570,000",0-,0-,"$570,000 "
Cornelius Edison,C,"$570,000",0-,0-,"$570,000 "
Cole Hikutini,TE,"$570,000",0-,0-,"$570,000 "
Craig James,CB,"$570,000",0-,0-,"$570,000 "
Ifeadi Odenigbo,DE,"$570,000",0-,0-,"$570,000 "
Roc Thomas,RB,"$570,000",0-,0-,"$570,000 "
Brandon Zylstra,WR,"$570,000",0-,0-,"$570,000 "
Cameron Smith,LB,"$495,000",0-,"$73,506","$568,506 "
Armon Watts,DT,"$495,000",0-,"$42,113","$537,113 "
Marcus Epps,S,"$495,000",0-,"$42,029","$537,029 "
Oli Udoh,T,"$495,000",0-,"$41,741","$536,741 "
Jeff Badet,WR,"$495,000",0-,"$37,500","$532,500 "
Ade Aruna,DE,"$495,000",0-,"$29,602","$524,602 "
Kris Boyd,CB,"$495,000",0-,"$27,314","$522,314 "
Dillon Mitchell,WR,"$495,000",0-,"$20,003","$515,003 "
Olabisi Johnson,WR,"$495,000",0-,"$18,572","$513,572 "
Jake Browning,QB,"$495,000",0-,"$5,000","$500,000 "
Anree Saint-Amour,DE,"$495,000",0-,"$5,000","$500,000 "
Karter Schult,DE,"$495,000","$2,500","$2,500","$500,000 "
Duke Thomas,S,"$495,000","$2,500","$2,500","$500,000 "
Micah Abernathy,S,"$495,000",0-,"$3,333","$498,333 "
Khari Blasingame,FB,"$495,000",0-,"$3,333","$498,333 "
Davion Davis,WR,"$495,000",0-,"$3,333","$498,333 "
Brandon Dillon,TE,"$495,000",0-,"$3,333","$498,333 "
Nate Meadors,CB,"$495,000",0-,"$3,333","$498,333 "
Hercules Mata'afa,LB,"$495,000",0-,"$1,333","$496,333 "
John Keenoy,C,"$495,000",0-,$833,"$495,833 "
Tito Odenigbo,DT,"$495,000",0-,$833,"$495,833 "
Terrance Alexander,CB,"$495,000",0-,0-,"$495,000 "
Reshard Cliett,OLB,"$495,000",0-,0-,"$495,000 "
Curtis Cothran,DT,"$495,000",0-,0-,"$495,000 "
Alexander Hollins,WR,"$495,000",0-,0-,"$495,000 "
Stacy Keely,DE,"$495,000",0-,0-,"$495,000 "
Greer Martini,LB,"$495,000",0-,0-,"$495,000 "
Storm Norton,T,"$495,000",0-,0-,"$495,000 "
Isaiah Wharton,CB,"$495,000",0-,0-,"$495,000 "
Holton Hill,CB,"$435,882",0-,"$3,824","$439,705 "
Austin Cutting,LS,0-,0-,0-,0- 
Garrett Bradbury,C,-,0-,0-,"$2,335,298 "
Irv Smith,TE,-,0-,0-,"$1,052,129 "
Alexander Mattison,RB,-,0-,0-,"$685,379 "
Dru Samia,G,-,0-,0-,"$679,280 "
Cameron Smith,LB,-,0-,0-,"$568,506 "
Armon Watts,DT,-,0-,0-,"$537,113 "
Marcus Epps,S,-,0-,0-,"$537,029 "
Oli Udoh,T,-,0-,0-,"$536,741 "
Kris Boyd,CB,-,0-,0-,"$522,314 "
Dillon Mitchell,WR,-,0-,0-,"$515,003 "
Olabisi Johnson,WR,-,0-,0-,"$513,572 "
Austin Cutting,LS,-,0-,0-,"$513,572 "
Mike Remmers,RT,-,0-,0-,"$1,800,000 "
Daniel Carlson,K,-,0-,0-,"$186,010 "
Colby Gossett,G,-,0-,0-,"$88,806 "
Antwione Williams,OLB,-,0-,0-,"$62,500 "
Stacy Coley,WR,-,0-,0-,"$48,340 "
Korey Robertson,WR,-,0-,0-,"$10,000 "
Jeff Badet,WR,-,0-,0-,"$8,000 "
Garret Dooley,LB,-,0-,0-,"$7,334 "
Curtis Cothran,DT,-,0-,0-,"$6,667 "
Roc Thomas,RB,-,0-,0-,"$6,667 "
Tyler Hoppes,TE,-,0-,0-,"$4,000 "
Peter Pujals,QB,-,0-,0-,"$3,334 "
Chris Gonzalez,G,-,0-,0-,"$1,667 "
Tom Brady,QB,"$14,000,000","$1,000,000","$7,000,000","$27,000,000 "
Devin McCourty,FS,"$9,000,000","$500,000","$3,000,000","$13,435,000 "
Dont'a Hightower,OLB,"$7,000,000","$820,305","$2,500,000","$10,945,305 "
Stephon Gilmore,CB,"$1,000,000","$500,000","$3,600,000","$9,170,833 "
Marcus Cannon,RT,"$5,500,000","$406,250","$1,400,000","$7,456,250 "
Shaq Mason,G,"$4,000,000","$875,000","$2,400,000","$7,275,000 "
Michael Bennett,DE,"$3,000,000","$1,500,000","$2,000,000","$6,500,000 "
Kyle Van,ILB,"$4,250,000","$500,000","$1,166,668","$6,291,668 "
Julian Edelman,WR,"$1,000,000","$375,000","$4,202,616","$6,077,615 "
Duron Harmon,SS,"$2,500,000","$750,000","$1,250,000","$4,750,000 "
James White,RB,"$2,500,000","$500,000","$1,000,000","$4,625,000 "
Patrick Chung,SS,"$1,100,000","$750,000","$2,533,333","$4,483,333 "
Lawrence Guy,DE,"$2,400,000","$500,000","$1,000,000","$4,466,666 "
Jason McCourty,CB,"$2,000,000","$450,000","$1,750,000","$4,250,000 "
David Andrews,C,"$2,000,000","$400,000","$400,000","$3,500,000 "
Jonathan Jones,CB,"$3,095,000",0-,0-,"$3,095,000 "
Stephen Gostkowski,K,"$1,100,000","$750,000","$1,200,000","$3,050,000 "
Brian Hoyer,QB,"$2,800,000","$200,000",0-,"$3,000,000 "
Rex Burkhead,RB,"$1,750,000","$250,000","$1,000,000","$3,000,000 "
Benjamin Watson,TE,"$1,450,000","$300,000","$600,000","$3,000,000 "
Jamie Collins,OLB,"$900,000","$850,000","$150,000","$3,000,000 "
Demaryius Thomas,WR,"$1,200,000","$1,556,000","$150,000","$2,906,000 "
Matthew Slater,WR,"$1,600,000","$800,000","$500,000","$2,900,000 "
Nate Ebner,FS,"$2,000,000","$187,500","$600,000","$2,787,500 "
Isaiah Wynn,LT,"$1,000,087",0-,"$1,600,346","$2,600,433 "
Phillip Dorsett,WR,"$1,500,000","$500,000","$500,000","$2,600,000 "
Joe Thuney,G,"$1,995,000",0-,"$193,357","$2,218,357 "
Sony Michel,RB,"$917,577",0-,"$1,270,308","$2,187,885 "
Mike Pennel,DT,"$1,000,000","$800,000","$250,000","$2,150,000 "
Elandon Roberts,ILB,"$2,025,000",0-,"$25,089","$2,050,089 "
N'Keal Harry,WR,"$495,000",0-,"$1,341,063","$1,836,063 "
Brandon Bolden,RB,"$1,000,000","$200,000","$500,000","$1,700,000 "
John Simon,DE,"$900,000","$240,625","$350,000","$1,640,625 "
James Develin,FB,"$1,000,000","$400,000","$200,000","$1,600,000 "
Ryan Allen,P,"$900,000","$500,000","$100,000","$1,500,000 "
Terrence Brooks,FS,"$805,000","$300,000","$250,000","$1,450,000 "
Dontrelle Inman,WR,"$900,000","$168,750","$200,000","$1,368,750 "
Brandon King,FS,"$925,000","$234,375","$200,000","$1,359,375 "
Matt LaCosse,TE,"$700,000","$375,000","$150,000","$1,225,000 "
Joejuan Williams,CB,"$495,000",0-,"$707,141","$1,202,141 "
Duke Dawson,CB,"$695,676",0-,"$382,704","$1,078,380 "
Danny Shelton,DT,"$805,000","$121,875","$75,000","$1,001,875 "
Maurice Harris,WR,"$720,000","$112,500","$90,000","$962,500 "
Joe Cardona,LS,"$805,000","$20,000","$130,000","$955,000 "
Derek Rivers,OLB,"$645,000",0-,"$200,724","$880,724 "
Deatrich Wise,DE,"$645,000",0-,"$145,140","$790,140 "
Chase Winovich,DE,"$495,000",0-,"$249,328","$744,328 "
David Parry,DT,"$720,000","$3,750",0-,"$743,750 "
Shilique Calhoun,OLB,"$720,000",0-,0-,"$720,000 "
James Ferentz,C,"$720,000",0-,0-,"$720,000 "
Ted Karras,G,"$720,000",0-,0-,"$720,000 "
Damien Harris,RB,"$495,000",0-,"$221,534","$716,534 "
Yodny Cajuste,T,"$495,000",0-,"$205,545","$700,545 "
Obi Melifonwu,S,"$645,000","$23,436",0-,"$693,436 "
Brian Schwenke,C,"$805,000","$11,250",0-,"$686,250 "
Hjalte Froholdt,G,"$495,000",0-,"$180,153","$675,153 "
Jarrett Stidham,QB,"$495,000",0-,"$158,423","$653,423 "
Adam Butler,DT,"$645,000",0-,"$1,668","$646,668 "
Ja'whaun Bentley,ILB,"$570,000",0-,"$75,988","$645,988 "
Stephen Anderson,TE,"$645,000",0-,0-,"$645,000 "
Cole Croston,T,"$645,000",0-,0-,"$645,000 "
Ufomba Kamalu,DE,"$645,000",0-,0-,"$645,000 "
Keion Crossen,CB,"$570,000",0-,"$18,598","$588,598 "
J.C. Jackson,CB,"$570,000",0-,"$3,333","$573,333 "
Keionta Davis,DE,"$570,000",0-,0-,"$570,000 "
Calvin Munson,ILB,"$570,000",0-,0-,"$570,000 "
Byron Cowart,DE,"$495,000",0-,"$74,861","$569,861 "
Jake Bailey,P,"$495,000",0-,"$72,245","$567,245 "
Christian Sam,ILB,"$495,000",0-,"$45,373","$540,373 "
Braxton Berrios,WR,"$495,000",0-,"$29,602","$524,602 "
Ken Webster,CB,"$495,000",0-,"$18,644","$513,644 "
Ryan Izzo,TE,"$495,000",0-,"$17,267","$512,267 "
A.J. Howard,S,"$495,000",0-,"$5,000","$505,000 "
Dan Skipper,T,"$495,000",0-,"$5,000","$505,000 "
Andrew Beck,TE,"$495,000",0-,"$5,000","$500,000 "
Cedrick Lang,T,"$495,000",0-,"$5,000","$500,000 "
Ryan Davis,WR,"$495,000",0-,"$3,333","$498,333 "
Malik Gant,S,"$495,000",0-,"$3,333","$498,333 "
Tyler Gauthier,C,"$495,000",0-,"$3,333","$498,333 "
Terez Hall,LB,"$495,000",0-,"$3,333","$498,333 "
Jakobi Meyers,WR,"$495,000",0-,"$3,333","$498,333 "
Nick Brossette,RB,"$495,000",0-,"$2,500","$497,500 "
Tyree St.,T,"$495,000",0-,"$2,500","$497,500 "
D'Angelo Ross,CB,"$495,000",0-,$833,"$495,833 "
Danny Etling,QB,"$495,000",0-,0-,"$495,000 "
Trent Harris,DT,"$495,000",0-,0-,"$495,000 "
Jakob Johnson,RB,"$495,000",0-,0-,"$495,000 "
Gunner Olszewski,WR,"$495,000",0-,0-,"$495,000 "
Damoun Patterson,WR,"$495,000",0-,0-,"$495,000 "
Nick Thurman,DE,"$495,000",0-,0-,"$495,000 "
Josh Gordon,WR,"$2,025,000",-,-,"$2,025,000 "
N'Keal Harry,WR,-,-,-,"$1,830,950 "
Joejuan Williams,CB,-,-,-,"$1,202,141 "
Chase Winovich,DE,-,-,-,"$743,626 "
Damien Harris,RB,-,-,-,"$715,691 "
Yodny Cajuste,T,-,-,-,"$685,379 "
Hjalte Froholdt,G,-,-,-,"$675,152 "
Jarrett Stidham,QB,-,-,-,"$653,422 "
Byron Cowart,DE,-,-,-,"$569,861 "
Jake Bailey,P,-,-,-,"$567,244 "
Ken Webster,CB,-,-,-,"$513,572 "
Adrian Clayborn,DE,-,-,-,"$2,000,000 "
Rob Gronkowski,TE,-,-,-,"$2,000,000 "
Jared Veldheer,RT,-,-,-,"$750,000 "
Cyrus Jones,CB,-,-,-,"$278,491 "
Vincent Valentine,DT,-,-,-,"$161,355 "
Malcolm Mitchell,WR,-,-,-,"$144,498 "
Danny Etling,QB,-,-,-,"$78,021 "
Austin Seferian-Jenkins,TE,-,-,-,"$50,000 "
Calvin Anderson,T,"$25,000",-,-,"$30,000 "
Bruce Ellington,WR,-,-,-,"$25,000 "
Ralph Webb,RB,-,-,-,"$13,334 "
Harvey Langi,ILB,-,-,-,"$5,000 "
Darren Andrews,WR,-,-,-,"$3,334 "
Jacob Hollister,TE,-,-,-,"$3,334 "
Cole Croston,T,-,-,-,"$2,000 "
Drew Brees,QB,"$1,400,000",0-,"$10,500,000","$22,700,000 "
Terron Armstead,LT,"$10,700,000","$812,500","$2,200,000","$15,812,500 "
Cameron Jordan,DE,"$8,000,000","$1,000,000","$3,200,000","$14,047,000 "
Larry Warford,G,"$7,650,000","$750,000","$2,100,000","$10,600,000 "
Andrus Peat,G,"$9,625,000",0-,0-,"$9,625,000 "
Demario Davis,OLB,"$5,950,000",0-,"$2,300,000","$8,500,000 "
A.J. Klein,ILB,"$4,100,000","$800,000","$1,000,000","$6,000,000 "
Patrick Robinson,CB,"$4,000,000",0-,"$1,250,000","$5,350,000 "
Thomas Morstead,P,"$2,950,000","$250,000","$1,000,000","$4,250,000 "
Marshon Lattimore,CB,"$1,861,324",0-,"$2,327,647","$4,188,971 "
Cameron Meredith,WR,"$1,300,000","$1,000,000","$1,750,000","$4,150,000 "
Sheldon Rankins,DT,"$2,195,680",0-,"$1,877,573","$4,073,253 "
Jared Cook,TE,"$2,000,000",0-,"$2,000,000","$4,000,000 "
Ted Ginn,WR,"$2,500,000",0-,"$1,000,000","$3,500,000 "
Teddy Bridgewater,QB,"$1,250,000",0-,"$2,000,000","$3,250,000 "
Marcus Davenport,DE,"$779,632","$325,000","$2,018,526","$3,123,158 "
Eli Apple,CB,"$2,516,225",0-,0-,"$2,516,225 "
Nick Easton,C,"$2,000,000",0-,"$500,000","$2,500,000 "
Malcom Brown,DT,"$1,000,000",0-,"$1,500,000","$2,500,000 "
Ryan Ramczyk,RT,"$1,273,323",0-,"$1,151,646","$2,424,969 "
P.J. Williams,CB,"$850,000",0-,"$1,400,000","$2,250,000 "
David Onyemata,DT,"$2,025,000",0-,"$135,586","$2,160,586 "
Ken Crawley,CB,"$2,025,000",0-,0-,"$2,025,000 "
Josh Hill,TE,"$850,000","$250,000","$750,000","$1,900,000 "
Will Lutz,K,"$850,000",0-,"$1,050,000","$1,900,000 "
Latavius Murray,RB,"$1,000,000",0-,"$850,000","$1,850,000 "
Marcus Williams,FS,"$1,032,313",0-,"$669,625","$1,701,938 "
Craig Robertson,ILB,"$1,000,000",0-,"$650,000","$1,700,000 "
Michael Thomas,WR,"$1,148,041",0-,"$480,722","$1,628,763 "
Chris Banjo,SS,"$850,000",0-,"$600,000","$1,500,000 "
Mario Edwards,DT,"$935,000",0-,"$475,000","$1,460,000 "
Vonn Bell,SS,"$991,677",0-,"$272,237","$1,263,914 "
Zach Line,FB,"$850,000","$200,000","$100,000","$1,200,000 "
Erik McCoy,C,"$495,000",0-,"$610,045","$1,105,045 "
Alvin Kamara,RB,"$807,500",0-,"$243,193","$1,050,693 "
Alex Anzalone,ILB,"$717,000",0-,"$216,148","$933,148 "
Trey Hendrickson,DE,"$668,000",0-,"$176,572","$844,572 "
Tre'quan Smith,WR,"$616,500",0-,"$204,256","$820,756 "
Marcus Sherels,CB,"$930,000",0-,"$90,000","$735,000 "
Dwayne Washington,RB,"$720,000",0-,0-,"$720,000 "
Chauncey Gardner-Johnson,S,"$495,000",0-,"$196,025","$691,025 "
Javorius Allen,RB,"$805,000",0-,"$45,000","$690,000 "
Michael Ola,T,"$805,000",0-,0-,"$645,000 "
Vince Biegel,OLB,"$645,000",0-,0-,"$645,000 "
Austin Carr,WR,"$645,000",0-,0-,"$645,000 "
Matt Dayes,RB,"$645,000",0-,0-,"$645,000 "
Justin Hardee,CB,"$645,000",0-,0-,"$645,000 "
Taysom Hill,QB,"$645,000",0-,0-,"$645,000 "
Cameron Tom,G,"$645,000",0-,0-,"$645,000 "
Zach Wood,LS,"$645,000",0-,0-,"$645,000 "
Will Clapp,C,"$570,000",0-,"$18,285","$588,285 "
Taylor Stallworth,DT,"$570,000",0-,"$3,333","$573,333 "
Dan Arnold,WR,"$570,000",0-,0-,"$570,000 "
Simmie Cobbs,WR,"$570,000",0-,0-,"$570,000 "
J.T. Gray,DE,"$570,000",0-,0-,"$570,000 "
Garrett Griffin,TE,"$570,000",0-,0-,"$570,000 "
Chad Hansen,WR,"$570,000",0-,0-,"$570,000 "
Keith Kirkwood,WR,"$570,000",0-,0-,"$570,000 "
Darnell Sankey,ILB,"$570,000",0-,0-,"$570,000 "
Saquan Hampton,S,"$495,000",0-,"$48,802","$543,802 "
Alize Mack,TE,"$495,000",0-,"$23,409","$518,409 "
Kaden Elliss,LB,"$495,000",0-,"$19,079","$514,079 "
Carl Granderson,DE,"$495,000",0-,"$5,000","$500,000 "
Deonte Harris,WR,"$495,000",0-,"$3,333","$498,333 "
Ethan Greenidge,T,"$495,000",0-,"$2,500","$497,500 "
Corbin Kaufusi,DE,"$495,000",0-,"$1,000","$496,000 "
Emmanuel Butler,WR,"$495,000",0-,$500,"$495,500 "
J.T. Barrett,QB,"$495,000",0-,0-,"$495,000 "
Ken Bigelow,DT,"$495,000",0-,0-,"$495,000 "
Chris Campbell,CB,"$495,000",0-,0-,"$495,000 "
Travin Dural,WR,"$495,000",0-,0-,"$495,000 "
Cyril Grayson,WR,"$495,000",0-,0-,"$495,000 "
Porter Gustin,OLB,"$495,000",0-,0-,"$495,000 "
Marcus Henry,C,"$495,000",0-,0-,"$495,000 "
Lil’jordan Humphrey,WR,"$495,000",0-,0-,"$495,000 "
Derrick Kelly,T,"$495,000",0-,0-,"$495,000 "
Nick Moore,LS,"$495,000",0-,0-,"$495,000 "
Devine Ozigbo,RB,"$495,000",0-,0-,"$495,000 "
Shy Tuttle,DT,"$495,000",0-,0-,"$495,000 "
Terrell Williams,S,"$495,000",0-,0-,"$495,000 "
Nate Wozniak,G,"$495,000",0-,0-,"$495,000 "
Michael Burton,FB,0-,0-,0-,0- 
Geno Grissom,DE,0-,0-,0-,0- 
Ryan Groy,G,0-,0-,0-,0- 
Wes Horton,DE,0-,0-,0-,0- 
Ulrick John,LT,0-,0-,0-,0- 
Colton Jumper,LB,0-,0-,0-,0- 
Marshall Newhouse,RT,0-,0-,0-,0- 
Kayvon Webster,CB,0-,0-,0-,0- 
Sylvester Williams,DT,0-,0-,0-,0- 
Chase Hansen,LB,"$378,000",-,-,"$378,000 "
Erik McCoy,C,-,-,-,"$1,105,043 "
Chauncey Gardner-Johnson,S,-,-,-,"$691,025 "
Saquan Hampton,S,-,-,-,"$543,801 "
Alize Mack,TE,-,-,-,"$518,408 "
Kaden Elliss,LB,-,-,-,"$514,079 "
Coby Fleener,TE,-,-,-,"$3,200,000 "
Kurt Coleman,FS,-,-,-,"$3,000,000 "
Teddy Bridgewater,QB,-,-,-,"$2,710,000 "
Max Unger,C,-,-,-,"$1,750,000 "
Alex Okafor,DE,-,-,-,"$950,000 "
Rick Leonard,T,-,-,-,"$460,071 "
Natrell Jamerson,S,-,-,-,"$199,215 "
Kamrin Moore,CB,-,-,-,"$118,862 "
Boston Scott,RB,-,-,-,"$109,485 "
Al-Quadin Muhammad,DE,-,-,-,"$75,232 "
Keith Kirkwood,LB,-,-,-,"$11,334 "
Deon Yelder,TE,-,-,-,"$10,000 "
J.T. Gray,DE,-,-,-,"$3,334 "
Mike Herndon,G,-,-,-,"$1,000 "
Devaroe Lawrence,DT,-,-,-,$500 
Eli Manning,QB,"$11,500,000","$5,000,000","$6,200,000","$23,200,000 "
Nate Solder,LT,"$12,900,000",0-,"$4,000,000","$17,000,000 "
Janoris Jenkins,CB,"$10,150,000","$1,000,000","$2,000,000","$14,750,000 "
Alec Ogletree,ILB,"$4,000,000","$6,000,000",0-,"$11,750,000 "
Golden Tate,WR,"$1,975,000","$3,000,000","$2,500,000","$7,500,000 "
Saquon Barkley,RB,"$1,897,943",0-,"$5,191,773","$7,089,716 "
Kareem Martin,OLB,"$3,250,000","$1,000,000","$1,166,666","$5,941,666 "
Rhett Ellison,TE,"$4,475,000",0-,"$1,250,000","$5,750,000 "
Kevin Zeitler,G,"$2,500,000",0-,"$2,500,000","$5,000,000 "
Antoine Bethea,FS,"$1,725,000","$1,750,000","$125,000","$3,625,000 "
Sterling Shepard,WR,"$760,624",0-,"$2,630,831","$3,391,455 "
Markus Golden,DE,"$975,000","$2,281,250",0-,"$3,281,250 "
Evan Engram,TE,"$1,439,391",0-,"$1,483,782","$2,923,173 "
Spencer Pulley,C,"$975,000","$1,593,750",0-,"$2,593,750 "
Mike Remmers,RT,"$1,125,000","$875,000","$500,000","$2,500,000 "
Michael Thomas,FS,"$1,900,000","$50,000",0-,"$2,000,000 "
Will Hernandez,G,"$818,670",0-,"$874,680","$1,693,350 "
Russell Shepard,WR,"$975,000","$500,000",0-,"$1,500,000 "
Cody Latimer,WR,"$925,000","$70,000","$400,000","$1,410,000 "
Jabrill Peppers,S,"$1,405,181",0-,0-,"$1,405,181 "
Dalvin Tomlinson,DT,"$880,646",0-,"$366,291","$1,246,937 "
Alex Tanney,QB,"$775,000","$250,000","$37,500","$1,112,500 "
Olsen Pierre,DT,"$825,000","$93,750",0-,"$943,750 "
Lorenzo Carter,OLB,"$665,613",0-,"$262,451","$928,064 "
Sam Beal,CB,"$665,559",0-,"$262,122","$927,681 "
B.J. Hill,DE,"$664,345",0-,"$257,379","$921,724 "
B.J. Goodson,ILB,"$720,000",0-,"$145,554","$865,554 "
Paul Perkins,RB,"$720,000",0-,"$63,137","$783,137 "
Wayne Gallman,RB,"$645,000",0-,"$104,912","$749,912 "
Kyle Lauletta,QB,"$570,000",0-,"$176,924","$746,924 "
Zak DeOssie,LS,"$1,030,000",0-,"$90,000","$735,000 "
Bennie Fowler,WR,"$805,000",0-,"$65,000","$735,000 "
Scott Simonson,TE,"$805,000",0-,"$90,000","$735,000 "
Nathan Stupar,OLB,"$805,000",0-,"$90,000","$735,000 "
Tony Lippett,CB,"$720,000","$75,000",0-,"$735,000 "
Jonathan Anderson,ILB,"$720,000",0-,0-,"$720,000 "
Corey Coleman,WR,"$720,000",0-,0-,"$720,000 "
Riley Dixon,P,"$720,000",0-,0-,"$720,000 "
Brian Mihalik,T,"$720,000",0-,0-,"$720,000 "
Julian Love,CB,"$495,000",0-,"$192,715","$687,715 "
John Jenkins,DE,"$805,000","$25,000",0-,"$685,000 "
Chad Wheeler,RT,"$645,000",0-,"$6,668","$651,668 "
R.J. McIntosh,DT,"$570,000",0-,"$80,368","$650,368 "
Rod Smith,RB,"$805,000",0-,0-,"$645,000 "
Brittan Golden,WR,"$645,000",0-,0-,"$645,000 "
Jon Halapio,C,"$645,000",0-,0-,"$645,000 "
Kenny Ladler,SS,"$645,000",0-,0-,"$645,000 "
Elijhaa Penny,FB,"$645,000",0-,0-,"$645,000 "
Aldrick Rosas,K,"$645,000",0-,0-,"$645,000 "
Ryan Connelly,LB,"$495,000",0-,"$83,723","$578,723 "
Evan Brown,C,"$570,000",0-,"$3,333","$573,333 "
Sean Chandler,S,"$570,000",0-,"$3,333","$573,333 "
Tae Davis,LB,"$570,000",0-,"$1,666","$571,666 "
Garrett Dickerson,TE,"$570,000",0-,0-,"$570,000 "
Grant Haley,CB,"$570,000",0-,0-,"$570,000 "
Kamrin Moore,CB,"$570,000",0-,0-,"$570,000 "
Avery Moss,DE,"$570,000",0-,0-,"$570,000 "
Taybor Pepper,LS,"$570,000",0-,0-,"$570,000 "
Chad Slade,G,"$570,000",0-,0-,"$570,000 "
Darius Slayton,WR,"$495,000",0-,"$58,497","$553,497 "
Corey Ballentine,CB,"$495,000",0-,"$46,302","$541,302 "
George Asafo-adjei,T,"$495,000",0-,"$23,092","$518,092 "
Chris Slayton,DT,"$495,000",0-,"$18,893","$513,893 "
Josiah Tauaefa,LB,"$495,000",0-,"$5,000","$500,000 "
Alex Wesley,WR,"$495,000",0-,"$5,000","$500,000 "
Paul Adams,T,"$495,000",0-,"$3,333","$498,333 "
C.J. Conrad,TE,"$495,000",0-,"$3,333","$498,333 "
Mark McLaurin,S,"$495,000",0-,"$3,333","$498,333 "
Jake Carlock,CB,"$495,000",0-,"$2,500","$497,500 "
Eric Dungey,QB,"$495,000",0-,"$1,666","$496,666 "
Nick Gates,G,"$495,000",0-,"$1,666","$496,666 "
James O'Hagan,C,"$495,000",0-,"$1,666","$496,666 "
Reggie White,WR,"$495,000",0-,"$1,666","$496,666 "
Keion Adams,OLB,"$495,000",0-,0-,"$495,000 "
Tenny Adewusi,S,"$495,000",0-,0-,"$495,000 "
Freedom Akinmoladun,DE,"$495,000",0-,0-,"$495,000 "
Ryan Anderson,P,"$495,000",0-,0-,"$495,000 "
Jake Ceresna,DT,"$495,000",0-,0-,"$495,000 "
Austin Droogsma,G,"$495,000",0-,0-,"$495,000 "
Jonathan Hilliman,RB,"$495,000",0-,0-,"$495,000 "
Alex Jenkins,DE,"$495,000",0-,0-,"$495,000 "
Alonzo Russell,WR,"$495,000",0-,0-,"$495,000 "
Victor Salako,T,"$495,000",0-,0-,"$495,000 "
Henre' Toliver,CB,"$495,000",0-,0-,"$495,000 "
Ronald Zamort,CB,"$495,000",0-,0-,"$495,000 "
Deandre Baker,CB,0-,0-,0-,0- 
Antonio Hamilton,S,0-,0-,0-,0- 
Daniel Jones,QB,0-,0-,0-,0- 
Dexter Lawrence,DT,0-,0-,0-,0- 
Oshane Ximines,DE,0-,0-,0-,0- 
Nate Harvey,DE,"$495,000",-,-,"$495,000 "
Jacob Thieneman,S,"$378,000",-,-,"$378,000 "
Daniel Jones,QB,-,-,-,"$4,650,291 "
Dexter Lawrence,DT,-,-,-,"$2,401,439 "
Deandre Baker,CB,-,-,-,"$1,908,359 "
Oshane Ximines,DE,-,-,-,"$703,397 "
Julian Love,CB,-,-,-,"$686,980 "
Ryan Connelly,LB,-,-,-,"$578,723 "
Darius Slayton,WR,-,-,-,"$553,497 "
